Country,Country_Code,Year,Fertility_Rate,Urban_Population_Percent,Total_Population,Water_Access_Percent,Unemployment_Rate,Sanitary_Expense_Per_GDP,Life_Expectancy,Life_Expectancy_Female,Life_Expectancy_Male,Infant_Deaths,GDP_Per_Capita,Hospital_Beds_Per_1000,Female_Population,Male_Population,Alcohol_Consumption_Per_Capita,Immunization_Rate,Sanitary_Expense_Per_Capita,CO2_Exposure_Percent,Air_Pollution,Labour_Force_Total,Tuberculosis_Per_100000,Suicide_Rate_Percent,Obesity_Rate_Percent,Underweight_Rate_Percent,Overweight_Rate_Percent,Safe_Water_Access_Percent,log_GDP_Per_Capita,Life_Expectancy_Score,log_GDP_Per_Capita_Score,Safe_Water_Access_Percent_Score,Unemployment_Rate_Score,Immunization_Rate_Score,Aggregate_Score
Kuwait,KWT,2014,2.156,100.0,3761584.0,100.0,2.9,2.9159987,79.445,81.772,77.806,547.0,43239.8826623799,2.19,1586002.0,2175581.0,0.0,95.0,1260.87524414,50.028931868526,50.028931868526,2112205.0,23.0,0.79,38.16,1.33,76.73,100.0,10.674518558113474,0.8607215793056499,0.7577000116993066,1.0,0.9213637767854637,0.95,0.8979570735580842
Kuwait,KWT,2015,2.16,100.0,3908743.0,100.0,2.2,4.21497965,79.562,82.004,77.916,518.0,29315.1931019553,2.13,1569671.0,2339072.0,0.0,99.0,1235.61889648,64.5479644305319,64.5479644305319,2228983.0,22.0,0.74,38.72,1.27,77.03,100.0,10.285861196514785,0.8639074200136145,0.7020885845416611,1.0,0.9410228325890976,1.0,0.9014037674288746
Kuwait,KWT,2016,2.157,100.0,4048085.0,100.0,2.16,4.73096323,79.701,82.203,78.175,476.0,27026.7729279269,2.05,1585277.0,2462807.0,0.0,99.0,1278.63244629,59.2319560603482,59.2319560603482,2324359.0,24.0,0.72,39.21,1.22,77.32,100.0,10.204583243609148,0.8676923076923074,0.6904588473897851,1.0,0.9421462072064481,1.0,0.900059472457708
Kuwait,KWT,2017,2.161,100.0,4124904.0,100.0,2.223,4.65326786,79.781,82.303,78.24,451.0,29258.266295535,2.07,1616950.0,2507954.0,0.0,99.0,1361.48278809,58.1291719707309,58.1291719707309,2370836.0,27.0,0.71,39.64,1.18,77.52,100.0,10.283917421128132,0.8698706603131383,0.7018104574971069,1.0,0.9403768921841211,1.0,0.9024116019988732
Kuwait,KWT,2018,2.165,100.0,4317185.0,100.0,2.198,5.18862629,79.722,82.281,78.232,435.0,32012.1875625902,2.01,1661345.0,2655840.0,0.0,91.0,1660.9864502,63.4583554482098,63.4583554482098,2494915.0,22.0,0.72,40.02,1.14,77.59,100.0,10.37387197060354,0.8682641252552755,0.7146816941438884,1.0,0.9410790013199652,0.9,0.8848049641438258
Kuwait,KWT,2019,2.159,100.0,4441100.0,100.0,2.239,5.35958719,79.685,82.266,78.249,423.0,31230.1729499142,2.0,1702878.0,2738222.0,0.0,92.0,1643.56970215,52.7825054963873,52.7825054963873,2567952.0,20.0,0.73,40.34,1.1,77.65,100.0,10.349139988203326,0.8672566371681416,0.7111428937155209,1.0,0.939927542337181,0.9125,0.8861654146441686
Kuwait,KWT,2020,2.14,100.0,4360444.0,100.0,3.535,6.34761143,76.92,80.023,75.35,406.0,24656.4337134064,2.35,1689384.0,2671060.0,0.0,93.0,1542.32263184,53.7151434413218,53.7151434413218,2394743.0,18.0,,40.83,1.07,77.68,100.0,10.112793147987858,0.7919673247106875,0.677324969787571,1.0,0.903530204735024,0.925,0.8595644998466565
Kuwait,KWT,2021,2.11,100.0,4250114.0,100.0,2.997,5.78120756,78.673,81.463,77.192,362.0,33358.4631538575,,1659419.0,2590695.0,,94.0,1860.78369141,,,2367558.0,19.0,,41.37,1.04,77.7,100.0,10.415066786882043,0.8397004765146358,0.7205760956170041,1.0,0.9186395933383885,0.9375,0.8832832330940057
Kyrgyz Republic,KGZ,2012,3.2,35.423,5607200.0,61.571822241818,3.07,8.51,70.0024390243902,74.1,66.1,3717.0,1177.97526115747,4.92,2863524.0,2743677.0,6.54,96.0,100.0,34.3817087122114,34.3817087122114,2607894.0,,,,,,,7.071552363275793,0.6036062361985077,0.24216599152406545,,0.9165894346617238,0.9625,0.6812154155960742
Kyrgyz Republic,KGZ,2013,3.1,35.517,5719600.0,63.356950071956,3.146,8.19,70.2024390243902,74.3,66.3,3595.0,1282.43824753314,4.82,2919343.0,2800256.0,6.62,97.0,105.0,33.828057010964,33.828057010964,2573499.0,,,,,,,7.156518425814047,0.6090521177505841,0.2543234455300364,,0.9144550228887578,0.975,0.6882076465423446
Kyrgyz Republic,KGZ,2014,3.2,35.635,5835500.0,65.130807475661,3.253,7.36,70.4024390243902,74.5,66.5,3463.0,1279.77078445418,4.74,2976832.0,2858669.0,6.41,96.0,95.0,30.5484635194377,30.5484635194377,2571657.0,,,,,,,7.154436266232713,0.6144979993026604,0.25402551764463194,,0.9114499957873452,0.9625,0.6856183781836593
Kyrgyz Republic,KGZ,2015,3.2,35.777,5956900.0,66.9349994175076,3.346,7.15,70.6512195121951,74.8,66.7,3311.0,1121.08269597662,4.55,3036877.0,2920023.0,6.17,97.0,81.0,29.7484121402712,29.7484121402712,2622926.0,,,,,,,7.022050190178794,0.6212721446479263,0.2350829235950153,,0.9088381498020054,0.975,0.6850483045112368
Kyrgyz Republic,KGZ,2016,3.1,35.944,6079500.0,68.7585388672245,3.466,6.41,70.9512195121951,75.1,67.0,3120.0,1120.66705800127,4.52,3097615.0,2981885.0,5.73,96.0,73.0,29.0193222002259,29.0193222002259,2645170.0,,,,,,,7.02167937449843,0.6294409669760407,0.235029865062655,,0.9054680259499537,0.9625,0.6831097144971623
Kyrgyz Republic,KGZ,2017,3.0,36.135,6198200.0,70.5217288443757,3.568,6.19,71.2,75.4,67.2,2935.0,1242.77022029305,4.4,3156721.0,3041478.0,5.4,92.0,78.0,26.8562254174832,26.8562254174832,2612632.0,,,,,,,7.12509821544636,0.636215112321307,0.24982765331616147,,0.90260342067571,0.9125,0.6752865465782947
Kyrgyz Republic,KGZ,2018,3.3,36.351,6322800.0,72.3086160926815,3.673,5.01,71.4,75.6,67.4,2834.0,1308.13978544561,4.28,3218986.0,3103815.0,4.95,94.0,67.0,27.4518144818682,27.4518144818682,2687029.0,,,,,,,7.17636139591373,0.6416609938733834,0.2571626967454277,,0.8996545623051647,0.9375,0.683994563230994
Kyrgyz Republic,KGZ,2019,3.3,36.591,6456200.0,74.1166139930174,4.252,4.49,71.6,75.8,67.6,2742.0,1451.51563835807,4.2,3286075.0,3170125.0,4.95,95.0,63.0,26.7613844313409,26.7613844313409,2733412.0,,,,,,,7.2803635573357335,0.6471068754254593,0.2720439499921613,,0.883393714719016,0.95,0.688136135034159
Kyrgyz Republic,KGZ,2020,3.1,36.856,6579900.0,76.3385372917454,4.63,5.26,71.8,76.0,67.8,2595.0,1256.92922601263,4.19,3348689.0,3231211.0,3.63,87.0,64.0,24.3817252281764,24.3817252281764,2796440.0,,,,,,,7.136426903117002,0.6525527569775356,0.25144862991775263,,0.8727778245850536,0.85,0.6566948028700854
Kyrgyz Republic,KGZ,2021,2.89,37.146,6773400.0,76.4097768978568,4.096,5.44,71.9,76.1,67.9,2477.0,1365.50830399287,4.23,3447311.0,3326089.0,,89.0,73.0,,,2883559.0,,,,,,,7.219282022178953,0.655275697753574,0.2633040374659298,,0.887774875726683,0.875,0.6703386527365467
Lao PDR,LAO,2012,2.953,31.264,6508803.0,14.5941781920226,1.398,2.07637572,65.355,67.368,63.451,7924.0,1566.00934755636,1.53,3230068.0,3278735.0,10.73,77.0,32.51623917,22.4365696992954,22.4365696992954,2581473.0,,,,,,,7.356285845598298,0.4770592239618789,0.28290736651407694,,0.9635464936669755,0.725,0.6121282710357329
Lao PDR,LAO,2013,2.872,31.872,6600742.0,15.021489608001,1.755,2.39984965,65.718,67.663,63.877,7527.0,1815.44023786192,1.1,3273809.0,3326932.0,10.82,83.0,43.56784058,24.2423626108046,24.2423626108046,2630211.0,,,,,,,7.504083272582995,0.48694349897889727,0.3040551091196415,,0.9535203752071222,0.8,0.6361297458264152
Lao PDR,LAO,2014,2.802,32.487,6691454.0,15.4490861924632,2.117,2.29845548,66.361,68.507,64.346,7158.0,1984.50828271186,1.09,3317084.0,3374369.0,11.02,83.0,45.61304092,21.3928997917018,21.3928997917018,2680040.0,,,,,,,7.593126445916532,0.5044520081688224,0.3167959405999844,,0.9433538349201,0.8,0.6411504459222268
Lao PDR,LAO,2015,2.766,33.108,6787419.0,15.8768081298228,2.491,2.45366454,66.67,68.724,64.739,6860.0,2125.4589005996,1.16,3364007.0,3423412.0,11.31,83.0,52.15144348,20.1670988613747,20.1670988613747,2729903.0,,,,,,,7.661743011267317,0.5128658951667802,0.32661401045492544,,0.9328502822478727,0.8,0.6430825469673946
Lao PDR,LAO,2016,2.722,33.736,6891363.0,16.3047908313028,2.88,2.36087489,67.167,69.346,65.122,6611.0,2309.04999818095,1.21,3415910.0,3475453.0,11.43,83.0,54.51382828,22.463787282601,22.463787282601,2779673.0,,,,,,,7.744591462728093,0.5263989108236896,0.3384684639627223,,0.9219254640941388,0.8,0.6466982097201377
Lao PDR,LAO,2017,2.671,34.368,6997917.0,16.7325815626677,3.269,2.52606821,67.434,69.468,65.512,6372.0,2439.46241167184,1.58,3469110.0,3528807.0,11.36,84.0,61.60005188,19.1515982168711,19.1515982168711,2829303.0,,,,,,,7.799532970927239,0.5336691626957113,0.34632982459302175,,0.9110006459404051,0.8125,0.6508749083072846
Lao PDR,LAO,2018,2.619,35.004,7105006.0,17.1601689389509,2.896,2.24630332,67.634,69.572,65.793,6130.0,2553.36041796394,1.47,3522442.0,3582564.0,11.52,85.0,57.35622025,20.9840690040935,20.9840690040935,2879155.0,,,,,,,7.845165581567946,0.5391150442477876,0.3528592123092879,,0.9214761142471986,0.825,0.6596125927010685
Lao PDR,LAO,2019,2.571,35.645,7212053.0,17.587695967652,2.528,2.60312223,68.138,70.234,66.155,5902.0,2598.50579475158,1.69,3575847.0,3636206.0,11.52,80.0,67.81835938,22.4289603771825,22.4289603771825,2930353.0,,,,,,,7.862691864483177,0.5528386657590199,0.3553669780227058,,0.9318111607268235,0.7625,0.6506292011271373
Lao PDR,LAO,2020,2.541,36.29,7319399.0,17.6819038152423,2.314,2.05965185,68.497,70.594,66.519,5691.0,2593.35571817336,1.27,3629574.0,3689825.0,10.82,79.0,52.15844727,22.3176670505669,22.3176670505669,2960297.0,,,,,,,7.86070796015346,0.5626140231449965,0.355083109088213,,0.9378212149296486,0.75,0.6513795867907145
Lao PDR,LAO,2021,2.496,36.939,7425057.0,17.7766982378824,1.997,2.74392009,68.061,70.078,66.154,5494.0,2535.62343439717,1.31,3682483.0,3742575.0,,75.0,68.87698364,,,3008076.0,,,,,,,7.838194816517945,0.5507420013614706,0.3518617934228512,,0.9467239587721515,0.7,0.6373319383891183
Latvia,LVA,2012,1.44,67.897,2034319.0,94.2770127926483,15.047,5.41,73.7780487804878,78.9,68.9,110.0,13847.3379393194,5.83,1106189.0,928130.0,11.19,91.0,746.0,14.9825047352387,14.9825047352387,1039903.0,54.0,23.53,21.98,1.75,48.5,97.42,9.535848286594103,0.7064138537913626,0.5947722374749743,0.9653179190751445,0.5802229898615441,0.9,0.7493454000406051
Latvia,LVA,2013,1.52,67.925,2012647.0,94.5574940718317,11.867,5.41,73.9829268292683,78.9,69.3,105.0,15007.4918561719,5.75,1093236.0,919411.0,11.29,94.0,807.0,15.4093695076531,15.4093695076531,1021195.0,50.0,20.62,22.52,1.72,48.69,97.56,9.616304812475303,0.7119925617227582,0.6062844399198094,0.9671998924586638,0.6695312719409106,0.9375,0.7785016332084285
Latvia,LVA,2014,1.65,67.952,1993782.0,94.8380753965027,10.846,5.46,74.1243902439024,79.4,69.1,100.0,15742.3913381908,5.61,1081749.0,912033.0,11.4,92.0,857.0,16.0993170108535,16.0993170108535,1006638.0,43.0,20.74,23.07,1.69,48.88,97.71,9.664112437889706,0.715844526723006,0.6131250417995141,0.9692162925124344,0.6982054090487826,0.9125,0.7817782540167475
Latvia,LVA,2015,1.7,67.98,1977527.0,95.118973137701,9.873,5.65,74.4804878048781,79.5,69.7,95.0,13786.4567953114,5.65,1071516.0,906010.0,11.61,94.0,776.0,13.6554000536401,13.6554000536401,1009906.0,41.0,21.6,23.62,1.66,49.06,97.85,9.531441997621114,0.7255408524132905,0.5941417592119383,0.9710982658959537,0.725531496615834,0.9375,0.7907624748274034
Latvia,LVA,2016,1.74,68.021,1959537.0,95.4013064901174,9.643,6.13,74.580487804878,79.6,69.8,89.0,14331.7515885049,5.68,1060135.0,899402.0,12.1,98.0,875.0,12.6030729844024,12.6030729844024,1004171.0,38.0,21.27,24.2,1.63,49.24,98.0,9.57023274562775,0.7282637931893261,0.5996921721728257,0.9731146659497244,0.7319909006655995,0.9875,0.8041123063954952
Latvia,LVA,2017,1.69,68.075,1942248.0,95.6848313046139,8.715,5.97,74.6292682926829,79.7,69.8,81.0,15695.1151541059,5.53,1049155.0,893094.0,12.7,98.0,933.0,11.6679973108454,11.6679973108454,999649.0,32.0,21.45,24.78,1.61,49.42,98.15,9.661104806242188,0.7295920569825158,0.6126946918182479,0.9751310660034952,0.7580531917881316,0.9875,0.8125942013184781
Latvia,LVA,2018,1.6,68.142,1927174.0,95.9692852409253,7.412,6.19,74.7829268292683,79.7,70.1,72.0,17865.0310947642,5.47,1039395.0,887780.0,13.09,96.0,1101.0,14.2076039693657,14.2076039693657,1000243.0,28.0,18.09,25.36,1.59,49.6,98.29,9.790600510996953,0.7337760879310634,0.6312237142007789,0.9770130393870144,0.7946471199483248,0.9625,0.8198319922934363
Latvia,LVA,2019,1.61,68.222,1913822.0,96.2544132459902,6.312,6.61,75.3878048780488,80.1,70.9,64.0,17883.3494113217,5.42,1030582.0,883240.0,13.09,99.0,1183.0,12.4865833165492,12.4865833165492,988868.0,24.0,20.12,25.92,1.56,49.76,98.44,9.791625358439074,0.7502465589666112,0.6313703555216605,0.979029439440785,0.8255399219254641,1.0,0.8372372551709042
Latvia,LVA,2020,1.55,68.315,1900449.0,96.5399613194845,8.098,7.25,75.1853658536585,80.0,70.6,58.0,18096.2027073394,5.3,1021768.0,878681.0,12.87,99.0,1313.0,11.6020322023647,11.6020322023647,988585.0,20.0,,26.47,1.55,49.93,98.58,9.803457400069211,0.7447342642248739,0.6330633550277912,0.9809114128243043,0.7753812452607634,1.0,0.8268180554675466
Latvia,LVA,2021,1.57,68.421,1884490.0,96.8256718966414,7.513,9.04,72.9804878048781,78.0,68.2,51.0,20930.3982374189,,1011596.0,872894.0,,94.0,1898.0,,,956869.0,16.0,,27.03,1.53,50.09,98.73,9.948957842369348,0.6846967407727187,0.6538824312832775,0.9829278128780751,0.7918105990395148,0.9375,0.8101635167947172
Lebanon,LBN,2012,2.169,87.636,5178337.0,46.2017773742857,7.91,7.00420094,78.628,80.32,76.666,962.0,8500.1805629403,3.45,2607796.0,2570541.0,1.62,83.0,595.36676025,18.7841957919463,18.7841957919463,1772391.0,14.0,1.84,24.49,1.61,57.0,89.69,9.047842684951643,0.8384751531654187,0.5249454680639145,0.8614061029708294,0.7806611059623109,0.8,0.7610975660324947
Lebanon,LBN,2013,2.172,87.79,5678851.0,46.4286672111111,8.423,7.06795645,78.765,80.479,76.782,990.0,8255.20921055985,2.86,2858601.0,2820251.0,1.55,83.0,583.47650146,20.2507464209249,20.2507464209249,1970051.0,14.0,1.8,24.97,1.6,57.24,90.13,9.018599699529132,0.8422055820285909,0.5207612062580741,0.8673208764618899,0.7662538264947903,0.8,0.759308298248669
Lebanon,LBN,2014,2.182,87.947,6274342.0,46.6555570479365,8.796,7.52279758,78.973,80.704,76.971,1095.0,7665.37969186256,2.85,3157007.0,3117336.0,1.53,83.0,576.65460205,20.3631198495282,20.3631198495282,2204614.0,12.0,1.75,25.46,1.58,57.49,90.57,8.94446932587326,0.8478692988427501,0.5101541876291842,0.8732356499529506,0.7557783581879968,0.8,0.7574074989225764
Lebanon,LBN,2015,2.178,88.106,6398940.0,46.8824468847619,9.27,7.41596651,79.229,80.951,77.234,1226.0,7802.75136769776,3.37,3225226.0,3173713.0,1.53,83.0,578.64581299,20.6861467732003,20.6861467732003,2262668.0,12.0,1.74,25.99,1.57,57.73,91.01,8.962231689928181,0.8548400272294077,0.5126957332485047,0.8791504234440114,0.7424663689723932,0.8,0.7578305105788633
Lebanon,LBN,2016,2.183,88.266,6258619.0,47.1093367215873,9.76,7.92386055,79.505,81.264,77.492,1264.0,8172.29947599133,2.73,3167365.0,3091255.0,1.52,83.0,647.56518555,19.360236111926,19.360236111926,2213003.0,12.0,1.72,26.57,1.56,57.97,91.45,9.008505601863122,0.8623553437712728,0.5193168822016189,0.8850651969350719,0.7287050299098493,0.8,0.7590884905635626
Lebanon,LBN,2017,2.173,88.429,6109252.0,47.3362265584127,10.236,7.80396605,79.654,81.475,77.599,1246.0,8679.89742212366,2.73,3105403.0,3003848.0,1.51,83.0,677.37438965,18.8914613898948,18.8914613898948,2160129.0,12.0,1.75,27.08,1.55,58.2,91.89,9.068764989856877,0.8664125255275696,0.5279391569790595,0.8909799704261325,0.715336871963378,0.8,0.7601337049792279
Lebanon,LBN,2018,2.148,88.593,5950839.0,47.5631163952381,10.741,8.07092381,79.729,81.455,77.784,1226.0,9225.84515486901,2.73,3039172.0,2911667.0,1.48,83.0,744.6105957,19.9808899582131,19.9808899582131,2104271.0,13.0,1.59,27.49,1.55,58.43,92.33,9.129764080416223,0.8684547311095983,0.5366672728376402,0.8968947439171931,0.7011542674193277,0.8,0.760634203056752
Lebanon,LBN,2019,2.13,88.758,5781907.0,47.7,11.301,8.6936779,79.236,81.043,77.251,1212.0,8925.42186017072,2.73,2967783.0,2814124.0,1.48,83.0,782.2052002,20.5970090578064,20.5970090578064,2045681.0,15.0,1.72,27.82,1.55,58.66,92.6,9.096658872776798,0.8550306330837305,0.531930381104506,0.9005242640139803,0.6854270227764203,0.8,0.7545824601957275
Lebanon,LBN,2020,2.103,88.925,5662923.0,47.7,13.235,7.57650805,77.804,79.895,75.637,1203.0,5599.95752260733,2.73,2914639.0,2748285.0,1.26,71.0,522.42010498,19.2310172881236,19.2310172881236,1807359.0,13.0,,28.15,1.55,58.89,92.6,8.630514291445781,0.8160381211708645,0.4652316176410008,0.9005242640139803,0.6311118600275227,0.65,0.6925811725706736
Lebanon,LBN,2021,2.091,89.093,5592631.0,47.7,12.621,10.06154442,75.047,77.251,72.847,1211.0,4136.14657516013,2.73,2879140.0,2713490.0,,67.0,307.13485718,,,1839833.0,9.5,,28.52,1.56,59.11,92.6,8.327519854428827,0.7409666439754934,0.421877355691529,0.9005242640139803,0.6483556604038532,0.6,0.6623447848169712
Lesotho,LSO,2012,3.305,25.704,2054718.0,20.3828074785916,15.733,10.04389858,47.835,50.486,45.36,3747.0,1205.85998481002,,1045364.0,1009354.0,2.98,95.0,124.85530853,26.5241576357391,26.5241576357391,870326.0,1040.0,125.9,13.87,11.9,19.74,64.02,7.09494827171631,0.0,0.2455136184741249,0.5163328404355424,0.5609571151739826,0.95,0.45456071481672994
Lesotho,LSO,2013,3.334,26.101,2073939.0,21.2300947389349,15.907,10.99592113,49.002,51.753,46.428,3808.0,1141.3609231718,,1054158.0,1019780.0,3.04,93.0,130.44207764,25.2428493312626,25.2428493312626,873464.0,948.0,139.9,14.32,11.65,20.24,64.19,7.039976621641131,0.03177671885636492,0.23764794496335787,0.5186180938298158,0.5560704355885079,0.925,0.45382263864760936
Lesotho,LSO,2014,3.288,26.502,2095242.0,22.0892423225197,16.056,9.99930382,50.033,52.807,47.419,3772.0,1165.05065002416,,1064118.0,1031124.0,3.24,88.0,120.47213745,26.801156032785,26.801156032785,883253.0,853.0,147.8,14.78,11.43,20.75,64.36,7.060519841470317,0.05985023825731791,0.24058739211139335,0.5209033472240893,0.5518858651388772,0.8625,0.4471453685463356
Lesotho,LSO,2015,3.264,26.908,2118521.0,22.9609405043365,16.223,9.2965641,51.101,53.86,48.48,3742.0,1113.83683453612,,1075264.0,1043257.0,3.28,83.0,104.40470886,25.8911063728927,25.8911063728927,893378.0,780.0,147.3,15.26,11.24,21.29,64.53,7.015565941659299,0.08893124574540498,0.23415511841275732,0.5231886006183627,0.5471957761114388,0.8,0.4386941481775928
Lesotho,LSO,2016,3.239,27.317,2143872.0,23.8441191493482,16.139,9.24261093,52.264,55.096,49.564,3756.0,986.265249840927,,1087578.0,1056294.0,3.38,87.0,90.88587189,25.3734080229079,25.3734080229079,905316.0,721.0,139.6,15.77,11.07,21.86,64.69,6.8939253344901505,0.12059904697072844,0.21675005052166285,0.5253394273423847,0.5495548628078749,0.85,0.45244867752853024
Lesotho,LSO,2017,3.187,27.73,2170617.0,24.739469269916,16.391,10.57480335,53.064,55.9,50.351,3724.0,1062.71243340258,,1100655.0,1069963.0,4.07,87.0,115.20778656,22.4347012157399,22.4347012157399,918013.0,681.0,127.2,16.3,10.92,22.45,64.86,6.968579818133845,0.14238257317903333,0.22743206195215715,0.5276246807366581,0.5424776027185667,0.85,0.45798338371728303
Lesotho,LSO,2018,3.139,28.153,2198017.0,25.6507852521301,16.637,11.114995,53.733,56.591,50.992,3653.0,1162.97885412072,,1114109.0,1083909.0,4.54,87.0,130.57113647,23.0240026773582,23.0240026773582,931413.0,659.0,124.6,16.85,10.79,23.08,65.03,7.058739970169978,0.16059904697072827,0.2403327174468981,0.5299099341309316,0.5355688488218608,0.85,0.4632821094740837
Lesotho,LSO,2019,3.094,28.585,2225702.0,26.5776930448547,16.876,11.94662285,54.173,57.053,51.406,3599.0,1074.1340466189,,1127746.0,1097956.0,4.54,87.0,130.44073486,21.1810593859544,21.1810593859544,944955.0,654.0,116.0,17.43,10.69,23.74,65.2,6.979270077912734,0.17257998638529615,0.22896168846056694,0.532195187525205,0.5288566854831915,0.85,0.46251870957085195
Lesotho,LSO,2020,3.049,29.028,2254100.0,27.5216836619161,18.351,10.27927017,54.693,57.537,51.962,3496.0,910.93494753765,,1141915.0,1112185.0,4.3,87.0,96.7264328,23.4391013240086,23.4391013240086,950348.0,609.0,,18.03,10.6,24.43,65.36,6.8144714869579985,0.18673927842069427,0.20538131731086282,0.534346014249227,0.4874322464683911,0.85,0.45277977128983504
Lesotho,LSO,2021,3.018,29.48,2281454.0,27.8657329770812,18.129,10.21370411,53.062,55.927,50.374,3398.0,1054.9327396161,,1155756.0,1125698.0,,87.0,114.70881653,,,962878.0,636.0,,18.65,10.52,25.15,65.61,6.961232289959411,0.1423281143635125,0.2263807335373793,0.5377066810055114,0.4936669755946864,0.85,0.45001650090021794
Liberia,LBR,2012,4.881,48.583,4331740.0,,2.138,8.15444565,59.913,61.148,58.651,10677.0,644.455576742833,,2185460.0,2146280.0,3.71,80.0,50.35652542,40.950862253654,40.950862253654,1919299.0,304.0,3.97,12.54,7.14,23.65,59.24,6.4684058933052135,0.32887678692988415,0.15586417585231266,0.4520768920553838,0.942764063245991,0.7625,0.5284163836167144
Liberia,LBR,2013,4.749,48.985,4427313.0,,2.072,7.09007835,59.943,61.124,58.736,10630.0,717.635753333907,,2232393.0,2194919.0,3.59,80.0,48.74785614,33.8367623475366,33.8367623475366,1956885.0,308.0,3.92,10.04,7.02,24.1,59.91,6.57596213298993,0.3296936691626956,0.1712539679405761,0.46108347896222607,0.9446176313646193,0.7625,0.5338297494860234
Liberia,LBR,2014,4.622,49.397,4519398.0,,2.079,8.77403069,59.121,60.213,58.002,10675.0,713.734882389203,,2277509.0,2241889.0,3.63,63.0,59.98974228,34.3461135841224,34.3461135841224,1995521.0,308.0,4.02,10.54,6.93,24.58,60.57,6.570511580205388,0.3073110959836624,0.17047407014602614,0.46995563919881705,0.944421040806583,0.55,0.4884323692270177
Liberia,LBR,2015,4.523,49.82,4612329.0,,2.553,10.46927643,59.148,60.373,57.898,10105.0,699.662946853965,,2323065.0,2289264.0,3.63,65.0,70.18363953,51.1180873244019,51.1180873244019,2037859.0,308.0,3.66,11.08,6.72,25.1,61.22,6.5505987145885545,0.3080462899931927,0.1676248178606829,0.4786933727651566,0.9311090515909795,0.575,0.4920947064420023
Liberia,LBR,2016,4.461,50.254,4706097.0,,3.081,9.90062618,60.416,61.554,59.255,9897.0,722.131226789418,0.63,2369046.0,2337052.0,3.68,73.0,68.4992981,48.301426780699,48.301426780699,2082707.0,308.0,3.65,11.67,6.55,25.67,61.85,6.582206876933449,0.3425731790333559,0.17214750337112775,0.4871622529909934,0.9162805066419524,0.675,0.5186326884074859
Liberia,LBR,2017,4.396,50.697,4796631.0,,3.066,10.47271252,60.553,61.694,59.391,9764.0,706.892691974846,,2413339.0,2383292.0,3.68,80.0,72.50897217,41.5068237111279,41.5068237111279,2126267.0,308.0,3.65,12.31,6.38,26.3,62.48,6.560878874991975,0.34630360789652814,0.16909576488994313,0.49563113321683017,0.9167017721234588,0.7625,0.5380464556253519
Liberia,LBR,2018,4.336,51.151,4889391.0,,3.057,10.35222721,60.853,62.164,59.525,9601.0,700.037039377706,1.64,2458807.0,2430584.0,3.64,80.0,69.10813904,42.0381017982909,42.0381017982909,2172641.0,308.0,3.53,12.99,6.21,26.98,63.1,6.551133247040263,0.35447243022464264,0.16770130197095245,0.5039655867724157,0.9169545314123627,0.7625,0.5411187700760747
Liberia,LBR,2019,4.257,51.615,4985289.0,,3.072,8.42100334,61.104,62.298,59.892,9417.0,665.878447568436,,2505847.0,2479442.0,3.64,70.0,52.02645493,37.1591253581791,37.1591253581791,2222981.0,308.0,3.29,10.0,6.06,27.73,63.71,6.501107142724696,0.3613070115724982,0.16054326681967565,0.5121656136577497,0.9165332659308563,0.6375,0.5176098315961559
Liberia,LBR,2020,4.174,52.089,5087584.0,,4.092,16.96832657,60.948,62.355,59.528,9222.0,624.289710007737,,2556131.0,2531454.0,2.86,65.0,101.29130554,42.3616590279287,42.3616590279287,2261533.0,308.0,,10.76,5.9,28.54,64.3,6.436614539483899,0.3570592239618788,0.15131527820631235,0.520096787202581,0.8878872131884181,0.575,0.49827170051183806
Liberia,LBR,2021,4.089,52.573,5193416.0,,3.792,16.6163311,60.747,62.072,59.411,9048.0,676.44292696753,1.59,2608243.0,2585173.0,,66.0,112.27044678,,,2338007.0,308.0,,11.59,5.76,29.42,64.89,6.516848078889345,0.3515861130020422,0.16279557440832593,0.5280279607474123,0.8963125228185469,0.5875,0.5052444341952655
Libya,LBY,2012,2.68,78.512,5869870.0,,19.03,,72.247,75.069,69.774,1836.0,15765.4152696962,3.7,2881548.0,2988323.0,0.008,98.0,,33.0392584726512,33.0392584726512,1894791.0,40.0,3.38,21.94,3.78,58.71,94.67,9.665573912875256,0.6647243022464261,0.6133341584089805,0.9283505847560156,0.46836296233886593,0.9875,0.7324544015500576
Libya,LBY,2013,2.716,78.756,5985221.0,,19.316,,72.34,74.999,69.983,1594.0,12589.5279437569,3.7,2939742.0,3045479.0,0.009,96.0,,41.8287621297505,41.8287621297505,1939404.0,40.0,3.12,22.49,3.81,59.13,95.54,9.440620631796687,0.6672566371681417,0.5811464932812286,0.9400457050678855,0.46033083382480977,0.9625,0.7222559338684131
Libya,LBY,2014,2.754,79.009,6097764.0,,19.298,,71.511,75.301,68.237,1559.0,9408.75304325028,3.7,2997221.0,3100543.0,0.009,94.0,,36.2943652311609,36.2943652311609,1982647.0,40.0,3.23,23.04,3.84,59.55,96.41,9.149395709797636,0.6446834581347854,0.5394762841550629,0.9517408253797554,0.46083635240261756,0.9375,0.7068473840144442
